# r[Mpc/h], xi_u\psi[L^2], xi_\psi\psi[L^2]
3.643643643643644054e+02 -5.377987757666689156e-02 -7.837352014117738783e-03
3.653653653653653919e+02 -5.367801629845391637e-02 -7.853813973559317652e-03
3.663663663663663783e+02 -5.357651312448059866e-02 -7.870244752312897940e-03
3.673673673673674216e+02 -5.347535898477201455e-02 -7.886644478512670406e-03
3.683683683683684080e+02 -5.337456121279797461e-02 -7.903013252621734694e-03
3.693693693693693945e+02 -5.327411006057104770e-02 -7.919350963323093517e-03
3.703703703703703809e+02 -5.317400630349568280e-02 -7.935658145195041702e-03
3.713713713713714242e+02 -5.307424786301701003e-02 -7.951934745646083852e-03
3.723723723723724106e+02 -5.297483534637283109e-02 -7.968181070930554361e-03
3.733733733733733970e+02 -5.287576641626710872e-02 -7.984396794031246511e-03
3.743743743743743835e+02 -5.277703847344183269e-02 -8.000582182157819217e-03
3.753753753753754268e+02 -5.267864958415242188e-02 -8.016737340004307169e-03
3.763763763763764132e+02 -5.258059869228656757e-02 -8.032862087379558438e-03
3.773773773773773996e+02 -5.248288709460313672e-02 -8.048957479562421705e-03
3.783783783783783861e+02 -5.238551223828118858e-02 -8.065022728602259938e-03
3.793793793793794293e+02 -5.228846857870080717e-02 -8.081058242325500282e-03
3.803803803803804158e+02 -5.219175795988850036e-02 -8.097063962600037704e-03
3.813813813813814022e+02 -5.209537856963592645e-02 -8.113040128662551281e-03
3.823823823823823886e+02 -5.199932847636703354e-02 -8.128986704166280344e-03
3.833833833833834319e+02 -5.190360688964595209e-02 -8.144904162560934885e-03
3.843843843843844184e+02 -5.180821071854066484e-02 -8.160792104906841940e-03
3.853853853853854048e+02 -5.171313963188923363e-02 -8.176650741131946329e-03
3.863863863863864481e+02 -5.161839221208822104e-02 -8.192481178381168933e-03
3.873873873873874345e+02 -5.152396722800074713e-02 -8.208281963671697559e-03
3.883883883883884209e+02 -5.142986198423894068e-02 -8.224053734106825941e-03
3.893893893893894074e+02 -5.133607615398307761e-02 -8.239796360101836123e-03
3.903903903903904506e+02 -5.124260757650882930e-02 -8.255510792860284996e-03
3.913913913913914371e+02 -5.114945473702590256e-02 -8.271196597933121175e-03
3.923923923923924235e+02 -5.105661773103964407e-02 -8.286853524140734562e-03
3.933933933933934100e+02 -5.096409251474163377e-02 -8.302482369004210785e-03
3.943943943943944532e+02 -5.087188142432601951e-02 -8.318083718483420749e-03
3.953953953953954397e+02 -5.077997909367412688e-02 -8.333656111550361012e-03
3.963963963963964261e+02 -5.068838678552346766e-02 -8.349200422438814162e-03
3.973973973973974125e+02 -5.059710156393658342e-02 -8.364716738045823580e-03
3.983983983983984558e+02 -5.050612129331939065e-02 -8.380205155278300580e-03
3.993993993993994422e+02 -5.041544778114303432e-02 -8.395666166301553671e-03
4.004004004004004287e+02 -5.032507569220921739e-02 -8.411099253595353056e-03
4.014014014014014151e+02 -5.023500788983532861e-02 -8.426504141970218159e-03
4.024024024024024584e+02 -5.014523949345164877e-02 -8.441881664532894028e-03
4.034034034034034448e+02 -5.005577123672942663e-02 -8.457231595946685179e-03
4.044044044044044313e+02 -4.996660006105060198e-02 -8.472554526189971999e-03
4.054054054054054177e+02 -4.987772609561916953e-02 -8.487850081399170299e-03
4.064064064064064610e+02 -4.978914681259676706e-02 -8.503118170012986810e-03
4.074074074074074474e+02 -4.970086260129435302e-02 -8.518359686749453832e-03
4.084084084084084338e+02 -4.961286954900174379e-02 -8.533573978240373281e-03
4.094094094094094203e+02 -4.952516909955066715e-02 -8.548761348774195495e-03
4.104104104104104636e+02 -4.943775767023581014e-02 -8.563921896997270244e-03
4.114114114114114500e+02 -4.935063630996306544e-02 -8.579055710095252058e-03
4.124124124124124364e+02 -4.926380052615965399e-02 -8.594162894324549121e-03
4.134134134134134229e+02 -4.917725240529052799e-02 -8.609243769499893423e-03
4.144144144144144661e+02 -4.909098868551220463e-02 -8.624296951942830164e-03
4.154154154154154526e+02 -4.900500990386270211e-02 -8.639324656769857558e-03
4.164164164164164390e+02 -4.891931090626988610e-02 -8.654325784780043940e-03
4.174174174174174823e+02 -4.883389438842281050e-02 -8.669301308898286207e-03
4.184184184184184687e+02 -4.874875853979495494e-02 -8.684254933735195692e-03
4.194194194194194552e+02 -4.866389976617226110e-02 -8.699173472030634346e-03
4.204204204204204416e+02 -4.857932017024369636e-02 -8.714070135481980645e-03
4.214214214214214849e+02 -4.849501347270919471e-02 -8.728941722090689803e-03
4.224224224224224713e+02 -4.841098577331241076e-02 -8.743787696379035426e-03
4.234234234234234577e+02 -4.832722838787520403e-02 -8.758607336495692272e-03
4.244244244244244442e+02 -4.824374572617443069e-02 -8.773401437592785040e-03
4.254254254254254874e+02 -4.816053261148900422e-02 -8.788170385405516191e-03
4.264264264264264739e+02 -4.807759127171691571e-02 -8.802913672389747063e-03
4.274274274274274603e+02 -4.799491788459517294e-02 -8.817631370124576207e-03
4.284284284284284468e+02 -4.791251286296785428e-02 -8.832323717543277830e-03
4.294294294294294900e+02 -4.783037405048646412e-02 -8.846990874430098531e-03
4.304304304304304765e+02 -4.774850081019388348e-02 -8.861632913615569845e-03
4.314314314314314629e+02 -4.766689130684831355e-02 -8.876249919757748380e-03
4.324324324324324493e+02 -4.758554520460639425e-02 -8.890841989681127003e-03
4.334334334334334926e+02 -4.750446772204269114e-02 -8.905398875348516027e-03
4.344344344344344790e+02 -4.742363837287696254e-02 -8.919951949938107957e-03
4.354354354354354655e+02 -4.734307445601017988e-02 -8.934469267132091191e-03
4.364364364364364519e+02 -4.726276852967523784e-02 -8.948962389346544130e-03
4.374374374374374952e+02 -4.718272212969186474e-02 -8.963430923006599632e-03
4.384384384384384816e+02 -4.710292980737127572e-02 -8.977874980204619132e-03
4.394394394394394681e+02 -4.702339458809621370e-02 -8.992294574097694365e-03
4.404404404404404545e+02 -4.694411177101779492e-02 -9.006689782317488582e-03
4.414414414414414978e+02 -4.686508224383945098e-02 -9.021059975406087172e-03
4.424424424424424842e+02 -4.678630592263020860e-02 -9.035407105195908048e-03
4.434434434434434706e+02 -4.670777805907432023e-02 -9.049730157241048928e-03
4.444444444444444571e+02 -4.662950317881535411e-02 -9.064028876951525301e-03
4.454454454454455004e+02 -4.655147271812883764e-02 -9.078303702766164079e-03
4.464464464464464868e+02 -4.647369293093086412e-02 -9.092554712591779942e-03
4.474474474474474732e+02 -4.639615946472900460e-02 -9.106781834086009886e-03
4.484484484484485165e+02 -4.631886941959117987e-02 -9.120985379301827650e-03
4.494494494494495029e+02 -4.624182997554560082e-02 -9.135165521697147933e-03
4.504504504504504894e+02 -4.616502084869244377e-02 -9.149321104280920894e-03
4.514514514514514758e+02 -4.608846954530516210e-02 -9.163453651064039709e-03
4.524524524524525191e+02 -4.601214691138928725e-02 -9.177562893365333319e-03
4.534534534534535055e+02 -4.593607281826786459e-02 -9.191648931559123423e-03
4.544544544544544920e+02 -4.586023407157732712e-02 -9.205711608820821984e-03
4.554554554554554784e+02 -4.578463371250209718e-02 -9.219751191682752992e-03
4.564564564564565217e+02 -4.570927084545230862e-02 -9.233767322122525198e-03
4.574574574574575081e+02 -4.563414375346705465e-02 -9.247761079624142525e-03
4.584584584584584945e+02 -4.555925316974329675e-02 -9.261731140155158790e-03
4.594594594594594810e+02 -4.548459702055346332e-02 -9.275678341241657202e-03
4.604604604604605242e+02 -4.541017014751539543e-02 -9.289602805363086219e-03
4.614614614614615107e+02 -4.533597896448181286e-02 -9.303504596801452642e-03
4.624624624624624971e+02 -4.526201983404697787e-02 -9.317383695160186621e-03
4.634634634634634835e+02 -4.518828707779515286e-02 -9.331239584355270622e-03
4.644644644644645268e+02 -4.511478461534635526e-02 -9.345073901767343705e-03
4.654654654654655133e+02 -4.504151099862079705e-02 -9.358885487536836370e-03
4.664664664664664997e+02 -4.496846558534065702e-02 -9.372674713883174039e-03
4.674674674674674861e+02 -4.489573127128976271e-02 -9.386441344883280496e-03
4.684684684684685294e+02 -4.482305051553440306e-02 -9.400185631677321699e-03
4.694694694694695158e+02 -4.475067913822874249e-02 -9.413907684117730351e-03
4.704704704704705023e+02 -4.467853266460380945e-02 -9.427607642875299176e-03
4.714714714714714887e+02 -4.460660736864270615e-02 -9.441285795638958145e-03
4.724724724724725320e+02 -4.453490397539926204e-02 -9.454942353020419354e-03
4.734734734734735184e+02 -4.446342039510220445e-02 -9.468576516089260986e-03
4.744744744744745049e+02 -4.439215767953581804e-02 -9.482187925963640393e-03
4.754754754754754913e+02 -4.432111382829613533e-02 -9.495778284493220506e-03
4.764764764764765346e+02 -4.425028597158359167e-02 -9.509346836590718693e-03
4.774774774774775210e+02 -4.417967371434501633e-02 -9.522893745068594651e-03
4.784784784784785074e+02 -4.410928249434614701e-02 -9.536418972425509538e-03
4.794794794794794939e+02 -4.403910401618998938e-02 -9.549922847656698924e-03
4.804804804804805372e+02 -4.396913867156566902e-02 -9.563404484766228203e-03
4.814814814814815236e+02 -4.389938385045455416e-02 -9.576864769033516592e-03
4.824824824824825100e+02 -4.382984633338199432e-02 -9.590305709429000278e-03
4.834834834834835533e+02 -4.376051523390377812e-02 -9.603724087167487752e-03
4.844844844844845397e+02 -4.369139906420964337e-02 -9.617121236125672143e-03
4.854854854854855262e+02 -4.362248924058526045e-02 -9.630497202544432631e-03
4.864864864864865126e+02 -4.355378966966454157e-02 -9.643852156919346941e-03
4.874874874874875559e+02 -4.348529733945537268e-02 -9.657186004911090527e-03
4.884884884884885423e+02 -4.341701078614974146e-02 -9.670499298268122809e-03
4.894894894894895288e+02 -4.334893193081669482e-02 -9.683790954055509353e-03
4.904904904904905152e+02 -4.328105726344438214e-02 -9.697062138080829105e-03
4.914914914914915585e+02 -4.321340681672443396e-02 -9.710312625725019131e-03
4.924924924924925449e+02 -4.314592027338771257e-02 -9.723542576693075187e-03
4.934934934934935313e+02 -4.307865628981037004e-02 -9.736751885535454079e-03
4.944944944944945178e+02 -4.301159375131839713e-02 -9.749940192969309277e-03
4.954954954954955610e+02 -4.294473220258219343e-02 -9.763108065812474770e-03
4.964964964964965475e+02 -4.287806931807098404e-02 -9.776255638347129684e-03
4.974974974974975339e+02 -4.281160714366413073e-02 -9.789383324963974592e-03
4.984984984984985203e+02 -4.274534186279299597e-02 -9.802489989507298315e-03
4.994994994994995636e+02 -4.267927581880315291e-02 -9.815576388746792905e-03
5.005005005005005501e+02 -4.261340439023684340e-02 -9.828642230260800292e-03
5.015015015015015365e+02 -4.254773058285229309e-02 -9.841688401957661078e-03
5.025025025025025229e+02 -4.248224985543035820e-02 -9.854714508570597623e-03
5.035035035035035662e+02 -4.241696435335594317e-02 -9.867721664141931859e-03
5.045045045045045526e+02 -4.235187208986320589e-02 -9.880706557651724661e-03
5.055055055055055391e+02 -4.228697182594830933e-02 -9.893673004084439782e-03
5.065065065065065255e+02 -4.222226365671166021e-02 -9.906619244806295216e-03
5.075075075075075688e+02 -4.215774652910343756e-02 -9.919545731738008826e-03
5.085085085085085552e+02 -4.209341920805822340e-02 -9.932452473474136234e-03
5.095095095095095417e+02 -4.202927977864017589e-02 -9.945334177680889218e-03
5.105105105105105281e+02 -4.196533139728408218e-02 -9.958207585211660551e-03
5.115115115115115714e+02 -4.190156800992857894e-02 -9.971055307649719437e-03
5.125125125125125578e+02 -4.183799336507031813e-02 -9.983883251389281607e-03
5.135135135135135442e+02 -4.177460336659137574e-02 -9.996692320021722394e-03
5.145145145145145307e+02 -4.171139992025695020e-02 -1.000948189799008743e-02
5.155155155155155171e+02 -4.164838269985418617e-02 -1.002225216466877573e-02
5.165165165165166172e+02 -4.158554421280445668e-02 -1.003500314793813464e-02
5.175175175175176037e+02 -4.152289193270979062e-02 -1.004773468050823397e-02
5.185185185185185901e+02 -4.146042069049486051e-02 -1.006044701859573273e-02
5.195195195195195765e+02 -4.139813294367446217e-02 -1.007314081574113909e-02
5.205205205205205630e+02 -4.133602230380825637e-02 -1.008581555309493935e-02
5.215215215215215494e+02 -4.127409671636747546e-02 -1.009846965773793931e-02
5.225225225225225358e+02 -4.121234461090104301e-02 -1.011110603069195410e-02
5.235235235235235223e+02 -4.115078089032658121e-02 -1.012372364302204820e-02
5.245245245245246224e+02 -4.108938032929306677e-02 -1.013632330891999986e-02
5.255255255255256088e+02 -4.102816434894813319e-02 -1.014890348425728957e-02
5.265265265265265953e+02 -4.096712438807411510e-02 -1.016146433863465530e-02
5.275275275275275817e+02 -4.090625784000331833e-02 -1.017400650477219212e-02
5.285285285285285681e+02 -4.084556808980790293e-02 -1.018653074771338173e-02
5.295295295295295546e+02 -4.078505212242844458e-02 -1.019903600270030512e-02
5.305305305305305410e+02 -4.072470868333592786e-02 -1.021152284507471572e-02
5.315315315315315274e+02 -4.066453860576213497e-02 -1.022399117962916396e-02
5.325325325325326276e+02 -4.060453940197411571e-02 -1.023644110291019489e-02
5.335335335335336140e+02 -4.054471216545862955e-02 -1.024887275464265481e-02
5.345345345345346004e+02 -4.048505485463603504e-02 -1.026128625299583055e-02
5.355355355355355869e+02 -4.042556725653184690e-02 -1.027368089172390857e-02
5.365365365365365733e+02 -4.036624827934873205e-02 -1.028605796246985157e-02
5.375375375375375597e+02 -4.030709830443958419e-02 -1.029841661292005273e-02
5.385385385385385462e+02 -4.024811597601458263e-02 -1.031075716873179442e-02
5.395395395395395326e+02 -4.018929953941994399e-02 -1.032307969222515283e-02
5.405405405405406327e+02 -4.013064983975140471e-02 -1.033538430058241094e-02
5.415415415415416192e+02 -4.007216613219385243e-02 -1.034767080570068651e-02
5.425425425425426056e+02 -4.001384692569053686e-02 -1.035993960663588419e-02
5.435435435435435920e+02 -3.995569211914321017e-02 -1.037219159065771827e-02
5.445445445445445785e+02 -3.989770038895252419e-02 -1.038442455023900167e-02
5.455455455455455649e+02 -3.983987263642315563e-02 -1.039663932527911706e-02
5.465465465465465513e+02 -3.978220546745458303e-02 -1.040883682932582967e-02
5.475475475475476514e+02 -3.972468785678713588e-02 -1.042101662480865790e-02
5.485485485485486379e+02 -3.966735599100827681e-02 -1.043317898421725586e-02
5.495495495495496243e+02 -3.961017225925129309e-02 -1.044532377830206631e-02
5.505505505505506108e+02 -3.955314765035759794e-02 -1.045745099561458218e-02
5.515515515515515972e+02 -3.949628266370461271e-02 -1.046956026587024177e-02
5.525525525525525836e+02 -3.943957506240352434e-02 -1.048165330870842564e-02
5.535535535535535701e+02 -3.938302529934381568e-02 -1.049372876657110425e-02
5.545545545545545565e+02 -3.932663266451241757e-02 -1.050578642744381432e-02
5.555555555555556566e+02 -3.927039588595905573e-02 -1.051782709009507939e-02
5.565565565565566430e+02 -3.921431634681127321e-02 -1.052985115467629414e-02
5.575575575575576295e+02 -3.915839134808511701e-02 -1.054185674455822286e-02
5.585585585585586159e+02 -3.910261904789348597e-02 -1.055384584101957783e-02
5.595595595595596023e+02 -3.904700239791835531e-02 -1.056581716016682763e-02
5.605605605605605888e+02 -3.899153830347960870e-02 -1.057777176046885773e-02
5.615615615615615752e+02 -3.893622705667815903e-02 -1.058970995596698363e-02
5.625625625625625617e+02 -3.888106732790199555e-02 -1.060163123471018556e-02
5.635635635635636618e+02 -3.882606030252185730e-02 -1.061353561683496712e-02
5.645645645645646482e+02 -3.877120307839689722e-02 -1.062542414108026689e-02
5.655655655655656346e+02 -3.871649579294782206e-02 -1.063729480698818314e-02
5.665665665665666211e+02 -3.866193811106420630e-02 -1.064914868444985854e-02
5.675675675675676075e+02 -3.860752649061153369e-02 -1.066098559893868640e-02
5.685685685685685939e+02 -3.855327134479903661e-02 -1.067280631929197823e-02
5.695695695695695804e+02 -3.849915788032969022e-02 -1.068461026673650158e-02
5.705705705705705668e+02 -3.844519359093461625e-02 -1.069639664517618542e-02
5.715715715715716669e+02 -3.839137550557041034e-02 -1.070816855070512962e-02
5.725725725725726534e+02 -3.833770318477743716e-02 -1.071992292804403724e-02
5.735735735735736398e+02 -3.828417760792968139e-02 -1.073166135059723525e-02
5.745745745745746262e+02 -3.823079544201037072e-02 -1.074338316249114252e-02
5.755755755755756127e+02 -3.817755988502672532e-02 -1.075508851914115487e-02
5.765765765765765991e+02 -3.812446565181537572e-02 -1.076677710704962258e-02
5.775775775775775855e+02 -3.807151665050184652e-02 -1.077844987953174155e-02
5.785785785785786857e+02 -3.801870866522123749e-02 -1.079010643519852375e-02
5.795795795795796721e+02 -3.796604373316131431e-02 -1.080174675808132263e-02
5.805805805805806585e+02 -3.791352273141914558e-02 -1.081337092993734511e-02
5.815815815815816450e+02 -3.786113771635025993e-02 -1.082497882202761511e-02
5.825825825825826314e+02 -3.780889876437536212e-02 -1.083656989322135875e-02
5.835835835835836178e+02 -3.775679523717715563e-02 -1.084814620982084074e-02
5.845845845845846043e+02 -3.770483464346396918e-02 -1.085970696136190350e-02
5.855855855855855907e+02 -3.765299477648452464e-02 -1.087125139962925521e-02
5.865865865865866908e+02 -3.760132590274918585e-02 -1.088277996429868472e-02
5.875875875875876773e+02 -3.754977958930941911e-02 -1.089429259728052352e-02
5.885885885885886637e+02 -3.749836962782451821e-02 -1.090578946843371103e-02
5.895895895895896501e+02 -3.744709744890750008e-02 -1.091727061426079476e-02
5.905905905905906366e+02 -3.739596134909043551e-02 -1.092873647602430123e-02
5.915915915915916230e+02 -3.734496038402275453e-02 -1.094018625714315504e-02
5.925925925925926094e+02 -3.729409584001790179e-02 -1.095162042167795863e-02
5.935935935935935959e+02 -3.724336617419845424e-02 -1.096303905714945959e-02
5.945945945945946960e+02 -3.719277059804981106e-02 -1.097444223718653696e-02
5.955955955955956824e+02 -3.714230836263441443e-02 -1.098582990384199855e-02
5.965965965965966689e+02 -3.709197905997342615e-02 -1.099720213613129827e-02
5.975975975975976553e+02 -3.704178312209936014e-02 -1.100855898912877530e-02
5.985985985985986417e+02 -3.699171820710690783e-02 -1.101990024401120448e-02
5.995995995995996282e+02 -3.694178601808452422e-02 -1.103122650986289310e-02
6.006006006006006146e+02 -3.689198444668700255e-02 -1.104253770761181100e-02
6.016016016016016010e+02 -3.684231490871420905e-02 -1.105383316894381455e-02
6.026026026026027012e+02 -3.679277537406757531e-02 -1.106511361255449119e-02
6.036036036036036876e+02 -3.674336495922888440e-02 -1.107638358109611261e-02
6.046046046046046740e+02 -3.669408397155808632e-02 -1.108762912797314412e-02
6.056056056056056605e+02 -3.664493230701806187e-02 -1.109886426295974074e-02
6.066066066066066469e+02 -3.659590823790010577e-02 -1.111008435203757021e-02
6.076076076076076333e+02 -3.654701337494528635e-02 -1.112128924837224760e-02
6.086086086086086198e+02 -3.649824401588419587e-02 -1.113247957326733706e-02
6.096096096096097199e+02 -3.644960340987838526e-02 -1.114365464792524754e-02
6.106106106106107063e+02 -3.640108801577509462e-02 -1.115481491048038627e-02
6.116116116116116928e+02 -3.635269952819025069e-02 -1.116596032456673195e-02
6.126126126126126792e+02 -3.630443641540917477e-02 -1.117709098223669192e-02
6.136136136136136656e+02 -3.625629717706273236e-02 -1.118820686519858207e-02
6.146146146146146521e+02 -3.620828495110002543e-02 -1.119930809593537580e-02
6.156156156156156385e+02 -3.616039435491730930e-02 -1.121039433927769995e-02
6.166166166166166249e+02 -3.611262916190319944e-02 -1.122146633515626324e-02
6.176176176176177250e+02 -3.606498630573666542e-02 -1.123252475487606858e-02
6.186186186186187115e+02 -3.601746666262706925e-02 -1.124357569305018366e-02
6.196196196196196979e+02 -3.597006871334493955e-02 -1.125459539220278679e-02
6.206206206206206843e+02 -3.592279395001517217e-02 -1.126560767766423068e-02
6.216216216216216708e+02 -3.587563970143835962e-02 -1.127660678398000049e-02
6.226226226226226572e+02 -3.582860662484448067e-02 -1.128759112203789675e-02
6.236236236236236437e+02 -3.578169312481857545e-02 -1.129856168908324569e-02
6.246246246246246301e+02 -3.573490155458697998e-02 -1.130951763632660756e-02
6.256256256256257302e+02 -3.568822907538429096e-02 -1.132045927087783552e-02
6.266266266266267166e+02 -3.564167539335418022e-02 -1.133138655972577846e-02
6.276276276276277031e+02 -3.559524104415166118e-02 -1.134229962635927361e-02
6.286286286286286895e+02 -3.554892315435109751e-02 -1.135319860978693286e-02
6.296296296296296759e+02 -3.550272657648596841e-02 -1.136408353168801358e-02
6.306306306306306624e+02 -3.545664319296331496e-02 -1.137495422470701477e-02
6.316316316316316488e+02 -3.541068156037856240e-02 -1.138581070936477320e-02
6.326326326326326353e+02 -3.536483323785007127e-02 -1.139665302891270000e-02
6.336336336336337354e+02 -3.531910292102418553e-02 -1.140748129358144444e-02
6.346346346346347218e+02 -3.527348674983304261e-02 -1.141829550642379197e-02
6.356356356356357082e+02 -3.522798821589968876e-02 -1.142909576820929328e-02
6.366366366366366947e+02 -3.518260273761855683e-02 -1.143988226633782870e-02
6.376376376376376811e+02 -3.513733241167527055e-02 -1.145065483160790168e-02
6.386386386386386675e+02 -3.509217621195988290e-02 -1.146141359926375509e-02
6.396396396396396540e+02 -3.504713276762410484e-02 -1.147215848973461710e-02
6.406406406406406404e+02 -3.500220447001044233e-02 -1.148288963318193877e-02
6.416416416416417405e+02 -3.495738751804972066e-02 -1.149360675714434198e-02
6.426426426426427270e+02 -3.491268381867453086e-02 -1.150431050411132410e-02
6.436436436436437134e+02 -3.486809194021363995e-02 -1.151500045808195698e-02
6.446446446446446998e+02 -3.482361099342522193e-02 -1.152567708691839415e-02
6.456456456456456863e+02 -3.477924253052022685e-02 -1.153633977600317974e-02
6.466466466466466727e+02 -3.473498942032555992e-02 -1.154699029784631362e-02
6.476476476476476591e+02 -3.469083595589488034e-02 -1.155762458985494512e-02
6.486486486486487593e+02 -3.464679926125807663e-02 -1.156824854492990995e-02
6.496496496496497457e+02 -3.460286947536421465e-02 -1.157885716685762463e-02
6.506506506506507321e+02 -3.455905246193257535e-02 -1.158945213322827225e-02
6.516516516516517186e+02 -3.451534016216314255e-02 -1.160003370887793296e-02
6.526526526526527050e+02 -3.447173983524316754e-02 -1.161060209369226166e-02
6.536536536536536914e+02 -3.442824568333644614e-02 -1.162115714861990980e-02
6.546546546546546779e+02 -3.438485994751939306e-02 -1.163169892419057584e-02
6.556556556556556643e+02 -3.434158091535453872e-02 -1.164223356903376812e-02
6.566566566566567644e+02 -3.429840891404568187e-02 -1.165274165097805216e-02
6.576576576576577509e+02 -3.425534330625699259e-02 -1.166324465077118663e-02
6.586586586586587373e+02 -3.421238419263396280e-02 -1.167373368991588868e-02
6.596596596596597237e+02 -3.416953258969371993e-02 -1.168420947583464348e-02
6.606606606606607102e+02 -3.412677799436648896e-02 -1.169467211323761344e-02
6.616616616616616966e+02 -3.408414059232277998e-02 -1.170512159842054117e-02
6.626626626626626830e+02 -3.404159846026098141e-02 -1.171555812513161952e-02
6.636636636636636695e+02 -3.399916593445166668e-02 -1.172598195269338936e-02
6.646646646646647696e+02 -3.395683465598960116e-02 -1.173639179761390948e-02
6.656656656656657560e+02 -3.391460606781573905e-02 -1.174678926680865730e-02
6.666666666666667425e+02 -3.387248337789416919e-02 -1.175717386614453901e-02
6.676676676676677289e+02 -3.383046169775882905e-02 -1.176754557985084521e-02
6.686686686686687153e+02 -3.378853776529370384e-02 -1.177790426373829386e-02
6.696696696696697018e+02 -3.374672356312206911e-02 -1.178825013537483993e-02
6.706706706706706882e+02 -3.370500693874207282e-02 -1.179858295960094401e-02
6.716716716716716746e+02 -3.366339429908326436e-02 -1.180890360991276346e-02
6.726726726726727748e+02 -3.362188004923375578e-02 -1.181921122284203783e-02
6.736736736736737612e+02 -3.358046602082975091e-02 -1.182950611251758558e-02
6.746746746746747476e+02 -3.353915292617047628e-02 -1.183978824835427504e-02
6.756756756756757341e+02 -3.349793826632723598e-02 -1.185005790258497962e-02
6.766766766766767205e+02 -3.345682543653707292e-02 -1.186031589081574210e-02
6.776776776776777069e+02 -3.341581029874211156e-02 -1.187056052054671559e-02
6.786786786786786934e+02 -3.337489492398954677e-02 -1.188079232687114066e-02
6.796796796796797935e+02 -3.333407482309025394e-02 -1.189101178140741788e-02
6.806806806806807799e+02 -3.329335622989033905e-02 -1.190121869697419350e-02
6.816816816816817663e+02 -3.325273320159213841e-02 -1.191141338094441927e-02
6.826826826826827528e+02 -3.321220877197689908e-02 -1.192159521489245637e-02
6.836836836836837392e+02 -3.317178009748183304e-02 -1.193176484807783981e-02
6.846846846846847257e+02 -3.313144844410723794e-02 -1.194192198449580897e-02
6.856856856856857121e+02 -3.309120935995315399e-02 -1.195206692758876005e-02
6.866866866866866985e+02 -3.305107323084424675e-02 -1.196219964575377138e-02
6.876876876876877986e+02 -3.301102975453036603e-02 -1.197231998358296370e-02
6.886886886886887851e+02 -3.297108162997969966e-02 -1.198242808698118597e-02
6.896896896896897715e+02 -3.293122781781267910e-02 -1.199252393586572665e-02
6.906906906906907579e+02 -3.289146845985602141e-02 -1.200260756860189668e-02
6.916916916916917444e+02 -3.285180398224948894e-02 -1.201267921167307670e-02
6.926926926926927308e+02 -3.281223238348497662e-02 -1.202273840701524772e-02
6.936936936936937173e+02 -3.277275538969791346e-02 -1.203278561573462892e-02
6.946946946946947037e+02 -3.273337096885407804e-02 -1.204282096083032425e-02
6.956956956956958038e+02 -3.269407883833251593e-02 -1.205284388721360872e-02
6.966966966966967902e+02 -3.265488071450640267e-02 -1.206285498284472707e-02
6.976976976976977767e+02 -3.261577375241140470e-02 -1.207285408969679952e-02
6.986986986986987631e+02 -3.257675955418306429e-02 -1.208284108193243174e-02
6.996996996996997495e+02 -3.253783540363967830e-02 -1.209281616080848387e-02
7.007007007007007360e+02 -3.249900473523001376e-02 -1.210277962018775286e-02
7.017017017017017224e+02 -3.246026375957673793e-02 -1.211273082037501482e-02
7.027027027027027088e+02 -3.242161448906310389e-02 -1.212267051667616571e-02
7.037037037037038090e+02 -3.238305347484198710e-02 -1.213259820743633512e-02
7.047047047047047954e+02 -3.234458357043842880e-02 -1.214251415597619385e-02
7.057057057057057818e+02 -3.230620464648727846e-02 -1.215241660771311343e-02
7.067067067067067683e+02 -3.226790935864053134e-02 -1.216230909076433837e-02
7.077077077077077547e+02 -3.222971291961207463e-02 -1.217218951023285763e-02
7.087087087087087411e+02 -3.219159741684404774e-02 -1.218205863167986201e-02
7.097097097097097276e+02 -3.215357475213084792e-02 -1.219191580636588834e-02
7.107107107107108277e+02 -3.211563816409256783e-02 -1.220176147392385523e-02
7.117117117117118141e+02 -3.207778942254489035e-02 -1.221159551196101742e-02
7.127127127127128006e+02 -3.204002897521736337e-02 -1.222141802865629213e-02
7.137137137137137870e+02 -3.200236804134247437e-02 -1.223122861295722688e-02
7.147147147147147734e+02 -3.196476873762126025e-02 -1.224102824847001295e-02
7.157157157157157599e+02 -3.192726956483599859e-02 -1.225081616607580706e-02
7.167167167167167463e+02 -3.188985604210269054e-02 -1.226059234844351260e-02
7.177177177177177327e+02 -3.185252765132964847e-02 -1.227035753346829468e-02
7.187187187187188329e+02 -3.181528806903979184e-02 -1.228011110046296935e-02
7.197197197197198193e+02 -3.177813145947069873e-02 -1.228985350105294902e-02
7.207207207207208057e+02 -3.174106136407688072e-02 -1.229958402346966601e-02
7.217217217217217922e+02 -3.170407569791306585e-02 -1.230930305512498678e-02
7.227227227227227786e+02 -3.166717429315478449e-02 -1.231901117631560919e-02
7.237237237237237650e+02 -3.163035667793200750e-02 -1.232870796216981382e-02
7.247247247247247515e+02 -3.159362468783388084e-02 -1.233839368100045873e-02
7.257257257257257379e+02 -3.155697602392931039e-02 -1.234806778527661880e-02
7.267267267267268380e+02 -3.152041027182161947e-02 -1.235773060313110835e-02
7.277277277277278245e+02 -3.148392795166800318e-02 -1.236738243880236392e-02
7.287287287287288109e+02 -3.144752951136034480e-02 -1.237702319257652159e-02
7.297297297297297973e+02 -3.141121350630154269e-02 -1.238665314722020398e-02
7.307307307307307838e+02 -3.137497861162917567e-02 -1.239627162233145757e-02
